title,authors,venue,year,id
birch : an efficient data clustering method for very large databases,"tian zhang , raghu ramakrishnan , miron livny",international conference on management of data,1996,255
partial results for online query processing,"vijayshankar raman , joseph m. hellerstein",international conference on management of data,2002,256
smooth - a distributed multimedia database system,"harald kosch , l &#225; szl &#243; b &#246; sz &#246; rm &#233; nyi , alexander bachlechner , christian hanin , christian hofbauer , margit lang , carmen riedler , roland tusch",very large data bases,2001,257
research issues in federated database systems : report of efdbs 97 workshop,"s. conrad , b. eaglestone , w. hasselbring , m. roantree , m. sch &#246; hoff , m. str &#228; ssler , m. vermeer , f. saltor",acm sigmod record,1997,258
incremental maintenance for materialized views over semistructured data,"serge abiteboul , jason mchugh , michael rys , vasilis vassalos , janet l. wiener",very large data bases,1998,259
partitioned garbage collection of a large object store,"umesh maheshwari , barbara liskov",international conference on management of data,1997,260
continuous queries over data streams,"shivnath babu , jennifer widom",acm sigmod record,2001,261
semantic access : semantic interface for querying databases,"naphtali rishe , jun yuan , rukshan athauda , shu-ching chen , xiaoling lu , xiaobin ma , alexander vaschillo , artyom shaposhnikov , dmitry vasilevsky",very large data bases,2000,262
storage and retrieval of xml data using relational databases,"surajit chaudhuri , kyuseok shim",very large data bases,2001,263
cost estimation of user-defined methods in object-relational database systems,"jihad boulos , kinji ono",acm sigmod record,1999,264
two techniques for on-line index modification in shared nothing parallel databases,"kiran j. achyutuni , edward omiecinski , shamkant b. navathe",international conference on management of data,1996,265
data mining techniques,jiawei han,international conference on management of data,1996,266
a database platform for bioinformatics,sandeepan banerjee,very large data bases,2000,267
record-boundary discovery in web documents,"d. w. embley , y. jiang , y.-k . ng",international conference on management of data,1999,268
"report on the first international conference on ontologies , databases and applications of semantics ( odbase ) : part of the federated conference on the move to meaningful internet systems 2002",karl aberer,acm sigmod record,2003,269
updating knowledge bases while maintaining their consistency,"ernest teniente , antoni oliv &#233;",the vldb journal -- the international journal on very large data bases,1995,270
a multi-paradigm querying approach for a generic multimedia database management system,"ji-rong wen , qing li , wei-ying ma , hong-jiang zhang",acm sigmod record,2003,271
materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",very large data bases,1998,272
energy-performance trade-offs for spatial access methods on memory-resident data,"ning an , sudhanva gurumurthi , anand sivasubramaniam , narayanan vijaykrishnan , mahmut kandemir , mary jane irwin",the vldb journal -- the international journal on very large data bases,2002,273
incremental clustering for mining in a data warehousing environment,"martin ester , hans-peter kriegel , j &#246; rg sander , michael wimmer , xiaowei xu",very large data bases,1998,274
open object database management systems,jos &#233; a. blakeley,international conference on management of data,1994,275
time-parameterized queries in spatio-temporal databases,"yufei tao , dimitris papadias",international conference on management of data,2002,276
dynamic multidimensional histograms,"nitin thaper , sudipto guha , piotr indyk , nick koudas",international conference on management of data,2002,277
information integration on the web : a view from ai and databases ( report on iiweb-03 ),"subbarao kambhampati , craig a. knoblock",acm sigmod record,2003,278
data integration and warehousing in telecom italia,"stefano m. trisolini , maurizio lenzerini , daniele nardi",international conference on management of data,1999,279
the impact of global clustering on spatial database systems,"thomas brinkhoff , hans-peter kriegel",very large data bases,1994,280
research issues in active database systems : report from the closing panel at ride-ads 94,jennifer widom,acm sigmod record,1994,281
nodose version 2.0,"brad adelberg , matthew denny",international conference on management of data,1999,282
the new middleware,rich finkelstein,acm sigmod record,1995,283
a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",very large data bases,2000,284
fast subsequence matching in time-series databases,"christos faloutsos , m. ranganathan , yannis manolopoulos",international conference on management of data,1994,285
"panel : future directions of database research - the vldb broadening strategy , part 1",hans-j &#246; rg schek,very large data bases,2000,286
semantic b2b integration : issues in ontology-based approaches,"zhan cui , dean jones , paul obrien",acm sigmod record,2002,287
dali : a high performance main memory storage manager,"h. v. jagadish , daniel f. lieuwen , rajeev rastogi , abraham silberschatz , s. sudarshan",very large data bases,1994,288
biodiversity informatics infrastructure : an information commons for the biodiversity community,"gladys a. cotter , barbara t. bauldock",very large data bases,2000,289
data management issues in electronic commerce : guest editor s introduction,asuman dogac,acm sigmod record,2002,290
evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"reinhard braumandl , jens clau &#223; en , alfons kemper",very large data bases,1998,291
microsoft.com : a high-scale data management and transaction processing solution,sherri kennamer,international conference on management of data,1998,292
semantic b2b integration,christoph bussler,international conference on management of data,2001,293
